,,,openInterest,openInterest,volume,volume
optionType,,,calls,puts,calls,puts
symbol,strike,expiration,,,,
MARA,21.5,2024-02-23,33.0,29.0,1.0,10.0
MARA,21.5,2024-03-01,51.0,23.0,15.0,3.0
MARA,22.0,2024-01-26,3623.0,1331.0,1213.0,221.0
MARA,22.0,2024-02-02,1355.0,263.0,476.0,135.0
MARA,22.0,2024-02-09,2528.0,346.0,2363.0,19.0
MARA,22.0,2024-02-16,6871.0,8985.0,2800.0,267.0
MARA,22.0,2024-02-23,314.0,153.0,268.0,17.0
MARA,22.0,2024-03-01,202.0,79.0,21.0,7.0
MARA,22.0,2024-03-15,1279.0,462.0,200.0,28.0
MARA,22.0,2024-04-19,1024.0,238.0,363.0,41.0
MARA,22.0,2024-06-21,1460.0,527.0,1107.0,26.0
MARA,22.0,2024-09-20,67.0,69.0,140.0,3.0
MARA,22.0,2025-12-19,344.0,143.0,47.0,35.0
MARA,22.0,2026-01-16,1536.0,131.0,64.0,1.0
MARA,22.5,2024-01-26,3005.0,851.0,377.0,138.0
MARA,22.5,2024-02-02,302.0,1512.0,56.0,7.0
MARA,22.5,2024-02-09,179.0,2555.0,109.0,6.0
MARA,22.5,2024-02-23,168.0,27.0,38.0,8.0
MARA,22.5,2024-03-01,258.0,7.0,6.0,1.0
MARA,22.5,2025-01-17,3155.0,466.0,1260.0,2.0
MARA,23.0,2024-01-26,3920.0,793.0,1170.0,22.0
MARA,23.0,2024-02-02,1045.0,279.0,146.0,27.0
MARA,23.0,2024-02-09,337.0,158.0,27.0,7.0
MARA,23.0,2024-02-16,4499.0,16719.0,1838.0,169.0
MARA,23.0,2024-02-23,204.0,86.0,159.0,11.0
MARA,23.0,2024-03-01,109.0,5.0,44.0,2.0
MARA,23.0,2024-03-15,2642.0,1772.0,1061.0,7.0
MARA,23.0,2024-04-19,816.0,1226.0,112.0,30.0
MARA,23.0,2024-06-21,928.0,280.0,135.0,11.0
MARA,23.0,2024-09-20,4.0,1.0,1.0,1.0
MARA,23.5,2024-01-26,921.0,130.0,767.0,16.0
MARA,23.5,2024-02-02,170.0,183.0,54.0,1.0
MARA,23.5,2024-02-09,81.0,20.0,16.0,9.0
MARA,23.5,2024-02-23,98.0,50.0,257.0,1.0
MARA,23.5,2024-03-01,14.0,3.0,6.0,1.0
MARA,24.0,2024-01-26,1882.0,565.0,836.0,140.0
MARA,24.0,2024-02-02,659.0,556.0,235.0,6.0
MARA,24.0,2024-02-09,775.0,345.0,118.0,2.0
MARA,24.0,2024-02-16,2136.0,1039.0,367.0,95.0
MARA,24.0,2024-02-23,94.0,85.0,63.0,33.0
MARA,24.0,2024-03-01,67.0,16.0,14.0,1.0
MARA,24.0,2024-03-15,3019.0,734.0,326.0,65.0
MARA,24.0,2024-04-19,2094.0,134.0,59.0,8.0
MARA,24.0,2024-06-21,2531.0,864.0,333.0,1.0
MARA,24.0,2024-09-20,75.0,3.0,8.0,3.0
MARA,24.5,2024-01-26,883.0,261.0,285.0,11.0
MARA,24.5,2024-02-02,473.0,136.0,19.0,21.0
MARA,24.5,2024-02-09,172.0,51.0,9.0,1.0
MARA,24.5,2024-02-23,265.0,58.0,5.0,10.0
MARA,24.5,2024-03-01,77.0,3.0,30.0,2.0
MARA,25.0,2024-01-26,6772.0,4918.0,2242.0,138.0
MARA,25.0,2024-02-02,2695.0,422.0,740.0,17.0
MARA,25.0,2024-02-09,1369.0,239.0,398.0,6.0
MARA,25.0,2024-02-16,13155.0,1122.0,1599.0,77.0
MARA,25.0,2024-02-23,430.0,53.0,153.0,21.0
MARA,25.0,2024-03-01,201.0,17.0,29.0,4.0
MARA,25.0,2024-03-15,11625.0,4479.0,2893.0,900.0
MARA,25.0,2024-04-19,4559.0,357.0,765.0,39.0
MARA,25.0,2024-06-21,3135.0,389.0,720.0,10.0
MARA,25.0,2024-09-20,51.0,3.0,72.0,3.0
MARA,25.0,2025-01-17,6183.0,864.0,745.0,29.0
MARA,25.0,2025-12-19,2222.0,1289.0,435.0,301.0
MARA,25.0,2026-01-16,593.0,84.0,172.0,1.0
MARA,25.5,2024-01-26,492.0,151.0,70.0,10.0
MARA,25.5,2024-02-02,825.0,130.0,55.0,14.0
MARA,25.5,2024-02-09,122.0,122.0,35.0,8.0
MARA,25.5,2024-02-23,50.0,19.0,1.0,3.0
MARA,25.5,2024-03-01,2.0,1.0,3.0,1.0
MARA,26.0,2024-01-26,3459.0,410.0,1032.0,89.0
MARA,26.0,2024-02-02,522.0,7327.0,79.0,10.0
MARA,26.0,2024-02-09,276.0,54.0,56.0,11.0
MARA,26.0,2024-02-16,3085.0,992.0,2135.0,81.0
MARA,26.0,2024-02-23,218.0,23.0,15.0,3.0
MARA,26.0,2024-03-01,46.0,4.0,2.0,2.0
MARA,26.0,2024-03-15,1398.0,223.0,472.0,32.0
MARA,26.0,2024-04-19,1467.0,108.0,165.0,29.0
MARA,26.0,2024-06-21,809.0,251.0,11.0,16.0
MARA,26.5,2024-01-26,473.0,164.0,150.0,3.0
MARA,26.5,2024-02-02,582.0,335.0,153.0,1.0
MARA,26.5,2024-02-09,103.0,11.0,2.0,1.0
MARA,26.5,2024-02-23,38.0,5.0,1.0,2.0
MARA,26.5,2024-03-01,17.0,2.0,7.0,1.0
MARA,27.0,2024-01-26,1550.0,3593.0,239.0,20.0
MARA,27.0,2024-02-02,596.0,1242.0,105.0,2.0
MARA,27.0,2024-02-09,291.0,39.0,84.0,2.0
MARA,27.0,2024-02-16,2226.0,572.0,234.0,5.0
MARA,27.0,2024-02-23,307.0,18.0,6.0,3.0
MARA,27.0,2024-03-01,162.0,13.0,233.0,10.0
MARA,27.0,2024-03-15,1271.0,281.0,886.0,1.0
MARA,27.0,2024-04-19,1638.0,105.0,1075.0,5.0
MARA,27.0,2024-06-21,1982.0,536.0,64.0,19.0
MARA,27.0,2025-01-17,1068.0,58.0,367.0,1.0
MARA,27.0,2025-12-19,689.0,31.0,11.0,10.0
MARA,27.0,2026-01-16,212.0,37.0,25.0,6.0
MARA,27.5,2024-01-26,347.0,232.0,23.0,2.0
MARA,27.5,2024-02-02,267.0,75.0,21.0,13.0
MARA,27.5,2024-02-09,290.0,36.0,65.0,20.0
MARA,27.5,2024-02-23,149.0,6.0,10.0,8.0
MARA,27.5,2024-03-01,121.0,,46.0,
MARA,28.0,2024-01-26,2722.0,164.0,777.0,7.0
MARA,28.0,2024-02-02,842.0,335.0,177.0,3.0
MARA,28.0,2024-02-09,1902.0,87.0,297.0,1.0
MARA,28.0,2024-02-16,1367.0,7226.0,57.0,5.0
MARA,28.0,2024-02-23,104.0,20.0,18.0,1.0
MARA,28.0,2024-03-01,57.0,2.0,3.0,1.0
MARA,28.0,2024-03-15,1333.0,564.0,384.0,14.0
MARA,28.0,2024-04-19,914.0,93.0,89.0,21.0
MARA,28.0,2024-06-21,549.0,58.0,57.0,2.0
MARA,28.5,2024-01-26,270.0,21.0,83.0,4.0
MARA,28.5,2024-02-02,257.0,307.0,44.0,11.0
MARA,28.5,2024-02-09,81.0,28.0,1.0,2.0
MARA,28.5,2024-02-23,30.0,10.0,1.0,10.0
MARA,28.5,2024-03-01,12.0,4.0,3.0,2.0
MARA,29.0,2024-01-26,1095.0,210.0,124.0,3.0
MARA,29.0,2024-02-02,1424.0,108.0,76.0,24.0
MARA,29.0,2024-02-09,1387.0,7.0,2002.0,1.0
MARA,29.0,2024-02-16,772.0,140.0,74.0,1.0
MARA,29.0,2024-02-23,65.0,,8.0,
MARA,29.0,2024-03-01,76.0,0.0,29.0,1.0
MARA,29.0,2024-03-15,2683.0,195.0,142.0,1.0
MARA,29.0,2024-04-19,493.0,75.0,26.0,20.0
MARA,29.0,2024-06-21,693.0,53.0,6.0,2.0
MARA,29.5,2024-01-26,680.0,28.0,17.0,3.0
MARA,29.5,2024-02-02,517.0,87.0,10.0,46.0
MARA,29.5,2024-02-09,57.0,5.0,23.0,5.0
MARA,29.5,2024-02-23,27.0,1.0,4.0,1.0
MARA,29.5,2024-03-01,84.0,,1.0,
MARA,30.0,2024-01-26,9149.0,199.0,590.0,39.0
MARA,30.0,2024-02-02,2286.0,80.0,162.0,14.0
MARA,30.0,2024-02-09,1576.0,40.0,134.0,26.0
MARA,30.0,2024-02-16,6073.0,274.0,2684.0,5.0
MARA,30.0,2024-02-23,847.0,40.0,102.0,24.0
MARA,30.0,2024-03-01,415.0,5.0,17.0,2.0
MARA,30.0,2024-03-15,11905.0,413.0,1721.0,25.0
MARA,30.0,2024-04-19,7554.0,279.0,3012.0,5.0
MARA,30.0,2024-06-21,11958.0,133.0,6629.0,3.0
MARA,30.0,2025-01-17,13580.0,1740.0,985.0,3.0
MARA,30.0,2025-12-19,2766.0,96.0,74.0,10.0
MARA,30.0,2026-01-16,768.0,85.0,92.0,2.0
MARA,30.5,2024-02-09,91.0,7.0,1.0,1.0
MARA,30.5,2024-02-23,11.0,,4.0,
MARA,30.5,2024-03-01,5.0,2.0,2.0,2.0
MARA,31.0,2024-01-26,1084.0,7.0,232.0,1.0
MARA,31.0,2024-02-02,570.0,43.0,41.0,1.0
MARA,31.0,2024-02-09,49.0,1.0,18.0,1.0
MARA,31.0,2024-02-16,3253.0,345.0,661.0,2.0
MARA,31.0,2024-02-23,54.0,,25.0,
MARA,31.0,2024-03-01,9.0,,2.0,
MARA,31.0,2024-03-15,473.0,100.0,19.0,1.0
MARA,31.0,2024-04-19,1012.0,70.0,64.0,7.0
MARA,31.0,2024-06-21,1470.0,7.0,21.0,20.0
MARA,31.5,2024-02-09,43.0,5.0,8.0,5.0
MARA,31.5,2024-03-01,5.0,,1.0,
MARA,32.0,2024-01-26,2579.0,85.0,336.0,5.0
MARA,32.0,2024-02-02,595.0,20.0,34.0,3.0
MARA,32.0,2024-02-09,135.0,1.0,1.0,1.0
MARA,32.0,2024-02-16,10540.0,202.0,117.0,10.0
MARA,32.0,2024-02-23,16.0,,2.0,
MARA,32.0,2024-03-01,1.0,,0.0,
MARA,32.0,2024-03-15,659.0,20.0,99.0,8.0
MARA,32.0,2024-04-19,1005.0,50.0,297.0,35.0
MARA,32.0,2024-06-21,1887.0,209.0,42.0,2.0
MARA,32.0,2025-01-17,1137.0,31.0,27.0,1.0
MARA,32.0,2025-12-19,1728.0,0.0,5.0,1.0
MARA,32.0,2026-01-16,609.0,2.0,166.0,1.0
MARA,32.5,2024-02-09,14.0,,2.0,
MARA,33.0,2024-01-26,1105.0,30.0,22.0,6.0
MARA,33.0,2024-02-02,138.0,4.0,2.0,5.0
MARA,33.0,2024-02-09,35.0,6.0,1.0,2.0
MARA,33.0,2024-02-16,762.0,70.0,20.0,2.0
MARA,33.0,2024-02-23,23.0,,1.0,
MARA,33.0,2024-03-01,36.0,,1.0,
MARA,33.0,2024-03-15,978.0,73.0,485.0,2.0
MARA,33.0,2024-04-19,623.0,46.0,284.0,1.0
MARA,33.0,2024-06-21,341.0,23.0,26.0,17.0
MARA,33.5,2024-02-09,10.0,,3.0,
MARA,34.0,2024-01-26,1135.0,4.0,121.0,4.0
MARA,34.0,2024-02-02,249.0,4.0,5.0,0.0
MARA,34.0,2024-02-09,182.0,,1.0,
MARA,34.0,2024-02-16,1713.0,60.0,6.0,5.0
MARA,34.0,2024-02-23,386.0,,1.0,
MARA,34.0,2024-03-01,12.0,,3.0,
MARA,34.0,2024-03-15,17386.0,55.0,235.0,2.0
MARA,34.0,2024-04-19,1433.0,89.0,13.0,5.0
MARA,34.0,2024-06-21,673.0,19.0,141.0,11.0
MARA,34.5,2024-02-09,15.0,,6.0,
MARA,35.0,2024-01-26,1600.0,0.0,168.0,5.0
MARA,35.0,2024-02-02,1070.0,14.0,86.0,1.0
MARA,35.0,2024-02-09,331.0,2.0,42.0,2.0
MARA,35.0,2024-02-16,2325.0,241.0,199.0,1.0
MARA,35.0,2024-02-23,235.0,,7.0,
MARA,35.0,2024-03-01,45.0,,16.0,
MARA,35.0,2024-03-15,2978.0,107.0,516.0,4.0
MARA,35.0,2024-04-19,16115.0,92.0,2271.0,5.0
MARA,35.0,2024-06-21,3090.0,69.0,135.0,1.0
MARA,35.0,2025-01-17,9382.0,151.0,540.0,31.0
MARA,35.0,2025-12-19,8367.0,92.0,160.0,4.0
MARA,35.0,2026-01-16,261.0,16.0,15.0,5.0
MARA,35.5,2024-02-09,29.0,,32.0,
MARA,36.0,2024-01-26,826.0,0.0,280.0,14.0
MARA,36.0,2024-02-02,475.0,0.0,13.0,10.0
MARA,36.0,2024-02-09,102.0,,6.0,
MARA,36.0,2024-02-16,4313.0,64.0,141.0,5.0
MARA,36.0,2024-02-23,2.0,0.0,1.0,0.0
MARA,36.0,2024-03-15,712.0,33.0,461.0,2.0
MARA,36.0,2024-04-19,627.0,11.0,2.0,1.0
MARA,36.0,2024-06-21,215.0,39.0,17.0,1.0
MARA,37.0,2024-01-26,464.0,0.0,122.0,0.0
MARA,37.0,2024-02-02,2511.0,,1.0,
MARA,37.0,2024-02-09,173.0,,3.0,
MARA,37.0,2024-02-16,419.0,39.0,34.0,14.0
MARA,37.0,2024-02-23,31.0,4.0,1.0,8.0
MARA,37.0,2024-03-01,28.0,,1.0,
MARA,37.0,2024-03-15,226.0,53.0,8.0,1.0
MARA,37.0,2024-04-19,501.0,15.0,1.0,2.0
MARA,37.0,2024-06-21,783.0,21.0,123.0,21.0
MARA,37.0,2025-01-17,275.0,0.0,12.0,1.0
MARA,37.0,2025-12-19,99.0,6.0,4.0,0.0
MARA,37.0,2026-01-16,45.0,1.0,1.0,1.0
MARA,38.0,2024-01-26,371.0,0.0,1.0,2.0
MARA,38.0,2024-02-02,544.0,0.0,1.0,0.0
MARA,38.0,2024-02-09,177.0,,2.0,
MARA,38.0,2024-02-16,629.0,20.0,20.0,13.0
MARA,38.0,2024-02-23,350.0,,21.0,
MARA,38.0,2024-03-15,251.0,82.0,17.0,4.0
MARA,38.0,2024-04-19,216.0,6.0,27.0,2.0
MARA,38.0,2024-06-21,120.0,49.0,6.0,21.0
MARA,39.0,2024-01-26,39.0,0.0,1.0,1.0
MARA,39.0,2024-02-02,55.0,,11.0,
MARA,39.0,2024-02-09,12.0,,8.0,
MARA,39.0,2024-02-16,208.0,53.0,1.0,27.0
MARA,39.0,2024-03-15,321.0,33.0,1.0,1.0
MARA,39.0,2024-04-19,80.0,4.0,5.0,4.0
MARA,39.0,2024-06-21,252.0,25.0,22.0,16.0
MARA,40.0,2024-01-26,2684.0,0.0,11.0,5.0
MARA,40.0,2024-02-02,1784.0,0.0,12.0,0.0
MARA,40.0,2024-02-09,708.0,2.0,6.0,0.0
MARA,40.0,2024-02-16,5556.0,176.0,539.0,1.0
MARA,40.0,2024-03-15,10157.0,68.0,751.0,3.0
MARA,40.0,2024-04-19,1878.0,127.0,319.0,1.0
MARA,40.0,2024-06-21,4933.0,148.0,645.0,110.0
MARA,40.0,2025-01-17,6831.0,337.0,570.0,1.0
MARA,40.0,2025-12-19,552.0,41.0,101.0,10.0
MARA,40.0,2026-01-16,680.0,17.0,71.0,2.0
MARA,41.0,2024-01-26,100.0,0.0,1.0,2.0
MARA,41.0,2024-02-02,65.0,,1.0,
MARA,41.0,2024-02-09,7.0,,7.0,
MARA,41.0,2024-02-16,325.0,13.0,1.0,17.0
MARA,41.0,2024-03-15,276.0,24.0,162.0,6.0
MARA,41.0,2024-04-19,54.0,93.0,18.0,50.0
MARA,41.0,2024-06-21,75.0,49.0,40.0,26.0
MARA,42.0,2024-01-26,48.0,0.0,2.0,0.0
MARA,42.0,2024-02-02,56.0,,40.0,
MARA,42.0,2024-02-09,63.0,,13.0,
MARA,42.0,2024-02-16,452.0,15.0,1.0,0.0
MARA,42.0,2024-03-15,42.0,25.0,4.0,9.0
MARA,42.0,2024-04-19,60.0,43.0,1.0,1.0
MARA,42.0,2024-06-21,533.0,1.0,1.0,0.0
MARA,42.0,2025-01-17,261.0,3.0,16.0,1.0
MARA,42.0,2025-12-19,189.0,,15.0,
MARA,42.0,2026-01-16,66.0,1.0,11.0,0.0
MARA,43.0,2024-01-26,883.0,0.0,5.0,0.0
MARA,43.0,2024-02-02,124.0,,106.0,
MARA,43.0,2024-02-16,262.0,46.0,20.0,1.0
MARA,43.0,2024-03-15,188.0,4.0,14.0,0.0
MARA,43.0,2024-04-19,247.0,29.0,7.0,4.0
MARA,43.0,2024-06-21,137.0,41.0,8.0,4.0
MARA,44.0,2024-01-26,27.0,0.0,8.0,0.0
MARA,44.0,2024-02-02,13.0,,1.0,
MARA,44.0,2024-02-16,705.0,13.0,18.0,0.0
MARA,44.0,2024-03-15,32.0,16.0,2.0,10.0
MARA,44.0,2024-04-19,578.0,13.0,1.0,4.0
MARA,44.0,2024-06-21,259.0,13.0,11.0,1.0
MARA,45.0,2024-01-26,686.0,0.0,15.0,2.0
MARA,45.0,2024-02-02,155.0,,2.0,
MARA,45.0,2024-02-09,1746.0,,7.0,
MARA,45.0,2024-02-16,2309.0,47.0,14.0,6.0
MARA,45.0,2024-03-15,373.0,,26.0,
MARA,45.0,2024-04-19,748.0,11.0,198.0,8.0
MARA,45.0,2024-06-21,1745.0,147.0,234.0,1.0
MARA,45.0,2025-01-17,3590.0,179.0,900.0,10.0
MARA,45.0,2025-12-19,890.0,135.0,80.0,2.0
MARA,45.0,2026-01-16,1062.0,46.0,256.0,1.0
MARA,46.0,2024-01-26,2645.0,0.0,18.0,1.0
MARA,46.0,2024-02-02,672.0,0.0,106.0,10.0
MARA,46.0,2024-02-16,4229.0,0.0,119.0,4.0
MARA,46.0,2024-03-15,1242.0,21.0,308.0,2.0
MARA,46.0,2024-04-19,2338.0,20.0,444.0,1.0
MARA,46.0,2024-06-21,2230.0,96.0,139.0,42.0
NIO,1.0,2024-02-16,274.0,11.0,6.0,10.0
NIO,1.0,2024-08-16,101.0,2.0,2.0,1.0
NIO,1.5,2024-01-26,2.0,,3.0,
NIO,2.0,2024-01-26,2.0,1.0,0.0,0.0
NIO,2.0,2024-02-16,33.0,202.0,1.0,5.0
NIO,2.0,2024-03-15,,12.0,,12.0
NIO,2.0,2024-08-16,56.0,33.0,5.0,31.0
NIO,2.5,2024-01-26,6.0,,1.0,
NIO,2.5,2024-02-02,2.0,,2.0,
NIO,2.5,2024-06-21,406.0,1425.0,1.0,47.0
NIO,2.5,2025-01-17,3415.0,52638.0,36.0,919.0
NIO,3.0,2024-02-02,1.0,,1.0,
NIO,3.0,2024-02-09,0.0,4.0,0.0,0.0
NIO,3.0,2024-02-16,95.0,1250.0,5.0,2.0
NIO,3.0,2024-02-23,2.0,,0.0,
NIO,3.0,2024-03-01,50.0,5.0,0.0,5.0
NIO,3.0,2024-03-15,1.0,,1.0,
NIO,3.0,2024-05-17,92.0,1268.0,1.0,623.0
NIO,3.0,2024-08-16,3.0,44.0,1.0,8.0
NIO,3.0,2024-09-20,97.0,63.0,10.0,26.0
NIO,3.0,2024-11-15,49.0,194.0,5.0,160.0
NIO,3.0,2024-12-20,206.0,30945.0,119.0,35295.0
NIO,3.0,2026-01-16,2667.0,7100.0,784.0,88.0
NIO,3.5,2024-01-26,,1.0,,0.0
NIO,3.5,2024-02-23,1.0,,1.0,
NIO,3.5,2024-03-01,3.0,5.0,1.0,5.0
NIO,4.0,2024-01-26,64.0,1.0,2.0,1.0
NIO,4.0,2024-02-02,58.0,127.0,53.0,165.0
NIO,4.0,2024-02-09,11.0,3.0,11.0,1.0
NIO,4.0,2024-02-16,229.0,553.0,16.0,191.0
NIO,4.0,2024-02-23,45.0,6.0,23.0,6.0
NIO,4.0,2024-03-01,12.0,163.0,0.0,16.0
NIO,4.0,2024-03-15,21.0,75.0,21.0,85.0
NIO,4.0,2024-05-17,117.0,3415.0,19.0,2034.0
NIO,4.0,2024-06-21,282.0,6705.0,18.0,5075.0
NIO,4.0,2024-08-16,39.0,369.0,22.0,88.0
NIO,4.0,2024-09-20,76.0,155.0,25.0,50.0
NIO,4.5,2024-01-26,8.0,27.0,8.0,17.0
NIO,4.5,2024-02-02,10.0,30.0,10.0,16.0
NIO,4.5,2024-02-09,9.0,24.0,9.0,8.0
NIO,4.5,2024-02-23,7.0,117.0,6.0,83.0
NIO,4.5,2024-03-01,2.0,168.0,1.0,127.0
NIO,5.0,2024-01-26,70.0,973.0,45.0,730.0
NIO,5.0,2024-02-02,418.0,424.0,319.0,117.0
NIO,5.0,2024-02-09,56.0,202.0,14.0,209.0
NIO,5.0,2024-02-16,510.0,1789.0,62.0,880.0
NIO,5.0,2024-02-23,72.0,1161.0,71.0,248.0
NIO,5.0,2024-03-01,96.0,595.0,2.0,160.0
NIO,5.0,2024-03-15,302.0,169.0,287.0,227.0
NIO,5.0,2024-05-17,890.0,10910.0,161.0,349.0
NIO,5.0,2024-06-21,2105.0,41147.0,295.0,10458.0
NIO,5.0,2024-08-16,327.0,2812.0,12.0,2558.0
NIO,5.0,2024-09-20,135.0,699.0,27.0,18.0
NIO,5.0,2024-11-15,52.0,95.0,24.0,25.0
NIO,5.0,2024-12-20,1158.0,13113.0,53.0,182.0
NIO,5.0,2025-01-17,6216.0,48481.0,433.0,327.0
NIO,5.0,2026-01-16,1850.0,22571.0,279.0,4731.0
NIO,5.5,2024-01-26,455.0,3626.0,629.0,4044.0
NIO,5.5,2024-02-02,241.0,833.0,233.0,338.0
NIO,5.5,2024-02-09,201.0,310.0,189.0,187.0
NIO,5.5,2024-02-23,137.0,323.0,9.0,130.0
NIO,5.5,2024-03-01,338.0,903.0,69.0,238.0
NIO,6.0,2024-01-26,5387.0,4938.0,9237.0,4280.0
NIO,6.0,2024-02-02,1088.0,1305.0,1650.0,904.0
NIO,6.0,2024-02-09,827.0,937.0,1067.0,791.0
NIO,6.0,2024-02-16,47431.0,25454.0,6134.0,6630.0
NIO,6.0,2024-02-23,756.0,1730.0,831.0,520.0
NIO,6.0,2024-03-01,342.0,2009.0,264.0,123.0
NIO,6.0,2024-03-15,1475.0,464.0,1837.0,449.0
NIO,6.0,2024-05-17,2915.0,41099.0,330.0,321.0
NIO,6.0,2024-06-21,4531.0,28609.0,1681.0,3208.0
NIO,6.0,2024-08-16,814.0,1987.0,120.0,52.0
NIO,6.0,2024-09-20,286.0,5722.0,187.0,33.0
NIO,6.5,2024-01-26,11362.0,8110.0,11766.0,1321.0
NIO,6.5,2024-02-02,3790.0,3513.0,2835.0,95.0
NIO,6.5,2024-02-09,820.0,1277.0,474.0,121.0
NIO,6.5,2024-02-23,708.0,670.0,200.0,69.0
NIO,6.5,2024-03-01,2305.0,1011.0,531.0,54.0
NIO,7.0,2024-01-26,14002.0,4643.0,8594.0,494.0
NIO,7.0,2024-02-02,5086.0,5030.0,2365.0,174.0
NIO,7.0,2024-02-09,4207.0,6256.0,749.0,34.0
NIO,7.0,2024-02-16,30399.0,36979.0,4221.0,935.0
NIO,7.0,2024-02-23,2708.0,1696.0,784.0,31.0
NIO,7.0,2024-03-01,3446.0,247.0,852.0,43.0
NIO,7.0,2024-03-15,1904.0,645.0,1666.0,598.0
NIO,7.0,2024-05-17,8384.0,12141.0,2194.0,3289.0
NIO,7.0,2024-08-16,890.0,2095.0,187.0,20.0
NIO,7.0,2024-09-20,467.0,1858.0,73.0,31.0
NIO,7.0,2024-11-15,326.0,3879.0,18.0,1536.0
NIO,7.0,2024-12-20,1766.0,4258.0,144.0,883.0
NIO,7.5,2024-01-26,8082.0,3857.0,3220.0,256.0
NIO,7.5,2024-02-02,3010.0,2303.0,973.0,162.0
NIO,7.5,2024-02-09,2598.0,1309.0,354.0,70.0
NIO,7.5,2024-02-23,2639.0,647.0,487.0,154.0
NIO,7.5,2024-03-01,1743.0,197.0,210.0,39.0
NIO,7.5,2024-06-21,29894.0,32664.0,796.0,386.0
NIO,7.5,2025-01-17,18172.0,25962.0,1102.0,161.0
NIO,8.0,2024-01-26,6514.0,4526.0,881.0,557.0
NIO,8.0,2024-02-02,2245.0,852.0,440.0,84.0
NIO,8.0,2024-02-09,2058.0,573.0,861.0,116.0
NIO,8.0,2024-02-16,30807.0,31671.0,2115.0,527.0
NIO,8.0,2024-02-23,4113.0,321.0,480.0,10.0
NIO,8.0,2024-03-01,1298.0,171.0,545.0,27.0
NIO,8.0,2024-03-15,395.0,77.0,472.0,75.0
NIO,8.0,2024-05-17,17619.0,13629.0,4019.0,2457.0
NIO,8.0,2024-08-16,1276.0,868.0,32.0,203.0
NIO,8.0,2024-09-20,587.0,313.0,36.0,9.0
NIO,8.0,2026-01-16,6066.0,3192.0,1689.0,181.0
NIO,8.5,2024-01-26,4999.0,1468.0,370.0,125.0
NIO,8.5,2024-02-02,3289.0,1135.0,295.0,226.0
NIO,8.5,2024-02-09,1184.0,403.0,448.0,4.0
NIO,8.5,2024-02-23,897.0,202.0,314.0,14.0
NIO,8.5,2024-03-01,288.0,93.0,32.0,13.0
NIO,9.0,2024-01-26,9409.0,546.0,105.0,53.0
NIO,9.0,2024-02-02,2805.0,278.0,330.0,1.0
NIO,9.0,2024-02-09,6532.0,267.0,108.0,1.0
NIO,9.0,2024-02-16,30100.0,12416.0,4422.0,89.0
NIO,9.0,2024-02-23,1604.0,356.0,344.0,2.0
NIO,9.0,2024-03-01,3567.0,92.0,1267.0,7.0
NIO,9.0,2024-03-15,14480.0,24.0,15848.0,18.0
NIO,9.0,2024-05-17,10457.0,3407.0,970.0,156.0
NIO,9.0,2024-06-21,47167.0,6976.0,855.0,116.0
NIO,9.0,2024-08-16,1062.0,1073.0,115.0,6.0
NIO,9.0,2024-09-20,1083.0,69.0,536.0,6.0
NIO,9.5,2024-01-26,29670.0,1339.0,79.0,5.0
NIO,9.5,2024-02-02,1514.0,57.0,58.0,1.0
NIO,9.5,2024-02-09,1087.0,17.0,119.0,5.0
NIO,9.5,2024-02-23,257.0,58.0,27.0,15.0
NIO,9.5,2024-03-01,98.0,22.0,33.0,3.0
NIO,10.0,2024-01-26,17528.0,142.0,77.0,15.0
NIO,10.0,2024-02-02,2427.0,48.0,295.0,1.0
NIO,10.0,2024-02-09,4966.0,252.0,342.0,45.0
NIO,10.0,2024-02-16,40456.0,7180.0,2501.0,430.0
NIO,10.0,2024-02-23,782.0,228.0,230.0,207.0
NIO,10.0,2024-03-01,423.0,29.0,31.0,1.0
NIO,10.0,2024-03-15,241.0,66.0,354.0,48.0
NIO,10.0,2024-05-17,25813.0,4074.0,1600.0,113.0
NIO,10.0,2024-06-21,56349.0,20738.0,1023.0,41.0
NIO,10.0,2024-08-16,2089.0,1893.0,39.0,11.0
NIO,10.0,2024-09-20,939.0,32.0,72.0,1.0
NIO,10.0,2024-11-15,1448.0,161.0,43.0,1.0
NIO,10.0,2024-12-20,6181.0,1147.0,303.0,45.0
NIO,10.0,2025-01-17,68482.0,13951.0,7108.0,151.0
NIO,10.0,2026-01-16,8887.0,4710.0,2533.0,14.0
NIO,10.5,2024-01-26,3409.0,19.0,11.0,4.0
NIO,10.5,2024-02-02,1451.0,38.0,56.0,9.0
NIO,10.5,2024-02-09,1244.0,11.0,400.0,10.0
NIO,10.5,2024-02-23,193.0,20.0,20.0,8.0
NIO,10.5,2024-03-01,10.0,2.0,0.0,2.0
NIO,11.0,2024-01-26,3132.0,10.0,44.0,3.0
NIO,11.0,2024-02-02,1298.0,1.0,17.0,1.0
NIO,11.0,2024-02-09,234.0,13.0,18.0,2.0
NIO,11.0,2024-02-16,16351.0,3179.0,439.0,2.0
NIO,11.0,2024-02-23,849.0,0.0,81.0,9.0
NIO,11.0,2024-03-01,31.0,,67.0,
NIO,11.0,2024-03-15,256.0,6.0,278.0,4.0
NIO,11.0,2024-05-17,9550.0,547.0,119.0,11.0
NIO,11.0,2024-06-21,17986.0,692.0,119.0,8.0
NIO,11.0,2024-08-16,3471.0,2.0,65.0,2.0
NIO,11.0,2024-09-20,302.0,,134.0,
